0	1	258 195 168 126
1	1	256 195 174 131
2	1	259 194 153 114
3	1	258 198 157 118
4	1	261 197 162 122
5	1	254 196 165 123
6	1	261 200 159 119
7	1	261 200 154 115
8	1	262 201 150 112
9	1	259 200 154 116
10	1	254 202 157 117
11	1	257 200 150 112
12	1	256 195 152 114
13	1	258 192 161 121
14	1	259 197 155 116
15	1	261 198 146 109
16	1	257 194 157 118
17	1	259 195 159 119
18	1	258 194 152 114
19	1	259 188 157 117
20	1	256 187 157 118
21	1	253 188 155 116
22	1	258 186 154 115
23	1	256 182 154 115
24	1	256 182 145 109
25	1	258 176 152 114
26	1	254 172 154 115
27	1	256 171 155 116
28	1	252 163 158 118
29	1	258 167 147 110
30	1	259 165 154 115
31	1	262 169 146 109
32	1	258 169 148 111
33	1	260 171 147 110
34	1	261 177 145 108
35	1	262 186 146 109
36	1	264 194 150 112
37	1	256 200 159 120
38	1	256 212 164 123
39	1	265 227 150 112
40	1	268 234 146 109
41	1	265 240 158 118
42	1	267 250 148 111
43	1	268 254 155 116
44	1	267 259 152 113
45	1	268 261 155 116
46	1	266 261 155 116
47	1	267 258 156 117
48	1	268 257 154 115
49	1	267 250 150 113
50	1	267 240 154 115
51	1	270 235 150 112
52	1	268 221 153 114
53	1	273 196 150 112
54	1	270 204 149 111
55	1	274 199 149 111
56	1	273 196 150 112
57	1	273 197 146 109
58	1	273 192 155 116
59	1	276 198 148 111
60	1	277 200 153 114
61	1	276 208 145 108
62	1	284 212 141 106
63	1	280 217 144 108
64	1	280 220 150 112
65	1	286 228 142 106
66	1	284 229 146 110
67	1	285 232 140 105
68	1	287 230 150 113
69	1	281 232 150 112
70	1	286 232 142 106
71	1	287 232 140 105
72	1	286 228 148 111
73	1	291 226 143 107
74	1	287 227 144 108
75	1	284 225 141 106
76	1	288 227 133 100
77	1	294 227 129 96
78	1	289 223 136 101
79	1	288 224 138 104
80	1	289 225 138 103
81	1	288 227 135 101
82	1	286 227 138 103
83	1	283 230 137 103
84	1	280 227 148 111
85	1	283 231 139 104
86	1	285 232 136 102
87	1	285 234 134 100
88	1	282 234 137 103
89	1	284 233 135 101
90	1	280 234 136 102
91	1	278 234 137 103
92	1	281 235 130 97
93	1	283 236 128 96
94	1	277 235 134 100
95	1	274 234 134 100
96	1	270 234 137 102
97	1	274 235 134 101
98	1	273 235 134 100
99	1	272 235 130 97
100	1	271 236 132 99
101	1	271 236 130 97
102	1	265 232 140 105
103	1	267 233 137 102
104	1	266 234 132 99
105	1	263 230 138 103
106	1	258 229 141 106
107	1	261 229 132 99
108	1	258 230 131 98
109	1	256 229 136 102
110	1	258 230 127 95
111	1	256 230 130 97
112	1	255 228 133 99
113	1	254 229 129 97
114	1	254 230 125 94
115	1	252 228 129 97
116	1	249 228 132 98
117	1	253 231 124 92
118	1	250 231 125 94
119	1	247 229 132 99
120	1	243 228 136 102
121	1	242 228 135 101
122	1	242 230 132 99
123	1	240 229 138 103
124	1	240 231 132 99
125	1	245 231 130 97
126	1	242 231 131 98
127	1	237 233 138 103
128	1	240 236 131 98
129	1	231 232 139 104
130	1	230 233 141 105
131	1	233 234 135 101
132	1	233 234 138 103
133	1	231 234 133 99
134	1	231 230 132 98
135	1	228 231 133 99
136	1	227 227 136 102
137	1	230 230 121 91
138	1	228 226 128 96
139	1	228 226 125 94
140	1	225 224 131 98
141	1	224 223 123 92
142	1	224 217 130 97
143	1	221 220 130 97
144	1	225 221 128 96
145	1	222 221 125 93
146	1	221 220 130 97
147	1	218 222 128 95
148	1	221 227 120 90
149	1	219 222 130 97
150	1	220 227 123 92
151	1	217 223 130 97
152	1	213 225 131 98
153	1	215 225 127 95
154	1	212 224 134 100
155	1	211 223 134 100
156	1	216 225 125 94
157	1	214 227 124 93
158	1	214 230 127 95
159	1	211 230 125 94
160	1	209 226 134 101
161	1	207 227 133 100
162	1	209 228 131 98
163	1	206 228 130 97
164	1	206 229 125 94
165	1	207 230 126 94
166	1	205 229 123 92
167	1	202 227 130 97
168	1	200 231 127 95
169	1	199 228 129 97
170	1	198 229 130 97
171	1	199 229 127 95
172	1	194 227 136 102
173	1	191 228 131 98
174	1	193 230 128 96
175	1	191 228 133 99
176	1	190 230 128 96
177	1	189 227 133 99
178	1	188 227 127 95
179	1	185 229 126 94
180	1	185 223 133 100
181	1	179 223 141 105
182	1	178 222 136 101
183	1	177 221 146 109
184	1	175 220 143 107
185	1	172 222 141 106
186	1	173 220 143 107
187	1	173 220 140 104
188	1	168 218 149 111
189	1	169 218 144 108
190	1	170 218 140 105
191	1	167 213 148 111
192	1	167 215 148 111
193	1	166 219 147 110
194	1	167 220 137 102
195	1	167 220 142 106
196	1	162 216 148 111
197	1	163 222 142 106
198	1	163 221 143 107
199	1	161 221 145 108
200	1	163 223 137 102
201	1	160 226 134 100
202	1	150 219 153 115
203	1	157 219 145 108
204	1	150 218 153 115
205	1	155 221 143 107
206	1	152 219 147 110
207	1	152 221 150 112
208	1	153 221 142 106
209	1	150 220 146 109
210	1	151 219 147 110
211	1	152 222 145 108
212	1	143 220 150 112
213	1	151 223 141 106
214	1	147 225 141 106
215	1	155 225 135 101
216	1	150 226 138 103
217	1	145 224 143 107
218	1	146 224 143 107
219	1	141 228 141 105
220	1	140 228 146 109
221	1	140 226 146 109
222	1	140 226 144 108
223	1	142 224 144 108
224	1	138 224 146 109
225	1	138 224 144 108
226	1	135 224 150 113
227	1	131 223 157 117
228	1	129 221 155 116
229	1	132 223 146 109
230	1	131 225 152 114
231	1	130 226 152 114
232	1	128 227 153 114
233	1	134 225 147 110
234	1	133 224 152 114
235	1	129 226 146 109
236	1	132 225 154 115
237	1	136 225 153 114
238	1	130 229 150 112
239	1	133 227 155 116
240	1	135 230 149 112
241	1	135 229 150 112
242	1	132 230 144 107
243	1	132 226 157 117
244	1	138 231 146 109
245	1	130 227 144 107
246	1	132 228 141 105
247	1	131 226 150 112
248	1	129 227 146 109
249	1	123 220 161 120
250	1	123 221 164 123
251	1	127 227 151 113
252	1	125 224 161 121
253	1	120 223 160 120
254	1	119 221 164 123
255	1	122 225 155 116
256	1	115 222 161 120
257	1	118 228 153 114
258	1	121 226 150 112
259	1	122 228 149 112
260	1	120 226 156 117
261	1	118 229 153 115
262	1	113 222 164 123
263	1	117 223 161 121
264	1	115 222 165 123
265	1	114 221 165 124
266	1	115 224 150 112
267	1	113 220 159 119
268	1	112 224 161 120
269	1	110 223 164 123
270	1	112 221 161 120
271	1	108 220 164 123
272	1	110 222 161 121
273	1	110 221 161 120
274	1	106 221 160 120
275	1	104 221 160 120
276	1	107 221 156 117
277	1	104 221 161 121
278	1	102 223 161 120
279	1	100 219 166 124
280	1	101 220 164 123
281	1	101 220 159 119
282	1	100 219 164 123
283	1	98 226 162 121
284	1	95 225 163 122
285	1	95 227 160 120
286	1	94 224 165 124
287	1	95 224 161 121
288	1	91 221 167 125
289	1	97 219 162 122
290	1	97 221 156 117
291	1	93 220 159 119
292	1	87 220 165 124
293	1	93 220 160 120
294	1	92 217 156 117
295	1	89 215 159 119
296	1	91 215 156 117
297	1	91 217 161 121
298	1	90 217 158 118
299	1	91 216 154 116
